Info 0    [21:18:23.809] Starting TS Server
Info 514  [23:42:43.771] getExportInfoMap: done in 67.78629099950194 ms
Info 515  [23:42:43.791] collectAutoImports: resolved 4 module specifiers, plus 31 ambient and 3 from cache
Info 516  [23:42:43.791] collectAutoImports: response is complete
Info 517  [23:42:43.792] collectAutoImports: 19.946341999806464
Info 518  [23:42:43.792] getCompletionData: Semantic work: 119.23169799987227
Info 519  [23:42:43.838] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 46.642115000635386
Info 520  [23:42:43.872] getCompletionData: Get current token: 0.013617000542581081
Info 521  [23:42:43.872] getCompletionData: Is inside comment: 0.004480000585317612
Info 522  [23:42:43.872] getCompletionData: Get previous token: 0.06460899952799082
Info 523  [23:42:43.872] getCompletionsAtPosition: isCompletionListBlocker: 0.005822999402880669
Info 524  [23:42:43.876] getExportInfoMap: cache hit
Info 525  [23:42:43.885] collectAutoImports: resolved 0 module specifiers, plus 31 ambient and 7 from cache
Info 526  [23:42:43.885] collectAutoImports: response is complete
Info 527  [23:42:43.885] collectAutoImports: 8.593087000772357
Info 528  [23:42:43.885] getCompletionData: Semantic work: 12.495643000118434
Info 529  [23:42:43.914] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 29.375663000158966
Info 530  [23:42:43.918] getCompletionData: Get current token: 0.01362799946218729
Info 531  [23:42:43.918] getCompletionData: Is inside comment: 0.006989000365138054
Info 532  [23:42:43.918] getCompletionData: Get previous token: 0.0939750000834465
Info 533  [23:42:43.919] getCompletionsAtPosition: isCompletionListBlocker: 0.007416999898850918
Info 534  [23:42:43.925] getExportInfoMap: cache hit
Info 535  [23:42:43.932] collectAutoImports: resolved 0 module specifiers, plus 31 ambient and 7 from cache
Info 536  [23:42:43.933] collectAutoImports: response is complete
Info 537  [23:42:43.933] collectAutoImports: 7.192110000178218
Info 538  [23:42:43.933] getCompletionData: Semantic work: 14.063715999945998
Info 539  [23:42:43.960] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 27.266846999526024
Info 540  [23:42:43.965] getCompletionData: Get current token: 0.020244000479578972
Info 541  [23:42:43.965] getCompletionData: Is inside comment: 0.005842000246047974
Info 542  [23:42:43.965] getCompletionData: Get previous token: 0.08841900061815977
Info 543  [23:42:43.965] getCompletionsAtPosition: isCompletionListBlocker: 0.006679999642074108
Info 544  [23:42:43.970] getExportInfoMap: cache hit
Info 545  [23:42:43.978] collectAutoImports: resolved 0 module specifiers, plus 31 ambient and 7 from cache
Info 546  [23:42:43.978] collectAutoImports: response is complete
Info 547  [23:42:43.978] collectAutoImports: 7.7161139994859695
Info 548  [23:42:43.979] getCompletionData: Semantic work: 13.576630000025034
Info 549  [23:42:43.992] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.491175999864936
Info 550  [23:42:43.995] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 551  [23:42:44.003] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 8.057373999617994ms
Info 552  [23:42:44.003] Different program with same set of files
Info 553  [23:42:44.004] getCompletionData: Get current token: 0.012473000213503838
Info 554  [23:42:44.004] getCompletionData: Is inside comment: 0.004540000110864639
Info 555  [23:42:44.004] getCompletionData: Get previous token: 0.06578200031071901
Info 556  [23:42:44.004] getCompletionsAtPosition: isCompletionListBlocker: 0.004432999528944492
Info 557  [23:42:44.009] getExportInfoMap: cache hit
Info 558  [23:42:44.014] collectAutoImports: resolved 0 module specifiers, plus 3 ambient and 0 from cache
Info 559  [23:42:44.014] collectAutoImports: response is complete
Info 560  [23:42:44.014] collectAutoImports: 5.4330169996246696
Info 561  [23:42:44.014] getCompletionData: Semantic work: 10.271858000196517
Info 562  [23:42:44.037] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 22.524404999800026
Info 563  [23:42:44.040] getCompletionData: Get current token: 0.012760999612510204
Info 564  [23:42:44.040] getCompletionData: Is inside comment: 0.003782999701797962
Info 565  [23:42:44.040] getCompletionData: Get previous token: 0.055554999969899654
Info 566  [23:42:44.040] getCompletionsAtPosition: isCompletionListBlocker: 0.005413000471889973
Info 567  [23:42:44.043] getExportInfoMap: cache hit
Info 568  [23:42:44.046] collectAutoImports: resolved 0 module specifiers, plus 3 ambient and 0 from cache
Info 569  [23:42:44.046] collectAutoImports: response is complete
Info 570  [23:42:44.046] collectAutoImports: 2.536121000535786
Info 571  [23:42:44.046] getCompletionData: Semantic work: 6.030290000140667
Info 572  [23:42:44.065] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.864458000287414
Info 573  [23:42:44.068] getCompletionData: Get current token: 0.012942000292241573
Info 574  [23:42:44.068] getCompletionData: Is inside comment: 0.003789999522268772
Info 575  [23:42:44.068] getCompletionData: Get previous token: 0.05633999966084957
Info 576  [23:42:44.068] getCompletionsAtPosition: isCompletionListBlocker: 0.005637000314891338
Info 577  [23:42:44.071] getExportInfoMap: cache hit
Info 578  [23:42:44.074] collectAutoImports: resolved 0 module specifiers, plus 3 ambient and 0 from cache
Info 579  [23:42:44.074] collectAutoImports: response is complete
Info 580  [23:42:44.074] collectAutoImports: 2.8606189992278814
Info 581  [23:42:44.074] getCompletionData: Semantic work: 6.311385000124574
Info 582  [23:42:44.095] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.81730099953711
Info 583  [23:42:44.098] getCompletionData: Get current token: 0.012829999439418316
Info 584  [23:42:44.098] getCompletionData: Is inside comment: 0.003700999543070793
Info 585  [23:42:44.098] getCompletionData: Get previous token: 0.05819900054484606
Info 586  [23:42:44.098] getCompletionsAtPosition: isCompletionListBlocker: 0.005323999561369419
Info 587  [23:42:44.102] getExportInfoMap: cache hit
Info 588  [23:42:44.107] collectAutoImports: resolved 0 module specifiers, plus 3 ambient and 0 from cache
Info 589  [23:42:44.107] collectAutoImports: response is complete
Info 590  [23:42:44.107] collectAutoImports: 4.393668000586331
Info 591  [23:42:44.107] getCompletionData: Semantic work: 8.948728000745177
Info 592  [23:42:44.125] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.891923000104725
Info 593  [23:42:44.127] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 594  [23:42:44.136] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 8.904089000076056ms
Info 595  [23:42:44.136] Different program with same set of files
Info 596  [23:42:44.137] getCompletionData: Get current token: 0.013425000011920929
Info 597  [23:42:44.137] getCompletionData: Is inside comment: 0.003849000670015812
Info 598  [23:42:44.137] getCompletionData: Get previous token: 0.06051599979400635
Info 599  [23:42:44.137] getCompletionsAtPosition: isCompletionListBlocker: 0.004536000080406666
Info 600  [23:42:44.141] getExportInfoMap: cache hit
Info 601  [23:42:44.143] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 602  [23:42:44.143] collectAutoImports: response is complete
Info 603  [23:42:44.143] collectAutoImports: 2.33557500038296
Info 604  [23:42:44.143] getCompletionData: Semantic work: 6.026264000684023
Info 605  [23:42:44.155] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.251859999261796
Info 606  [23:42:44.176] getCompletionData: Get current token: 0.02053700014948845
Info 607  [23:42:44.176] getCompletionData: Is inside comment: 0.005457999184727669
Info 608  [23:42:44.176] getCompletionData: Get previous token: 0.08730900008231401
Info 609  [23:42:44.176] getCompletionsAtPosition: isCompletionListBlocker: 0.0072200000286102295
Info 610  [23:42:44.181] getExportInfoMap: cache hit
Info 611  [23:42:44.187] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 612  [23:42:44.187] collectAutoImports: response is complete
Info 613  [23:42:44.187] collectAutoImports: 5.081176000647247
Info 614  [23:42:44.187] getCompletionData: Semantic work: 10.848734000697732
Info 615  [23:42:44.212] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 24.31102200038731
Info 616  [23:42:44.218] getCompletionData: Get current token: 0.02468400076031685
Info 617  [23:42:44.218] getCompletionData: Is inside comment: 0.006135999225080013
Info 618  [23:42:44.219] getCompletionData: Get previous token: 0.0901820007711649
Info 619  [23:42:44.219] getCompletionsAtPosition: isCompletionListBlocker: 0.007685000076889992
Info 620  [23:42:44.224] getExportInfoMap: cache hit
Info 621  [23:42:44.229] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 622  [23:42:44.229] collectAutoImports: response is complete
Info 623  [23:42:44.229] collectAutoImports: 4.844023000448942
Info 624  [23:42:44.229] getCompletionData: Semantic work: 10.202963000163436
Info 625  [23:42:44.255] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 26.43475400004536
Info 626  [23:42:44.259] getCompletionData: Get current token: 0.01355000026524067
Info 627  [23:42:44.259] getCompletionData: Is inside comment: 0.004683999344706535
Info 628  [23:42:44.259] getCompletionData: Get previous token: 0.058972000144422054
Info 629  [23:42:44.259] getCompletionsAtPosition: isCompletionListBlocker: 0.0066259996965527534
Info 630  [23:42:44.262] getExportInfoMap: cache hit
Info 631  [23:42:44.264] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 632  [23:42:44.264] collectAutoImports: response is complete
Info 633  [23:42:44.264] collectAutoImports: 2.2715630000457168
Info 634  [23:42:44.264] getCompletionData: Semantic work: 5.247944999486208
Info 635  [23:42:44.281] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.372120999731123
Info 636  [23:42:45.764] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 637  [23:42:45.779] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 26 structureChanged: false structureIsReused:: Completely Elapsed: 15.312165999785066ms
Info 638  [23:42:45.780] Different program with same set of files
Info 639  [23:42:47.108] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 640  [23:42:47.120] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 27 structureChanged: false structureIsReused:: Completely Elapsed: 11.849218999966979ms
Info 641  [23:42:47.120] Different program with same set of files
Info 642  [23:42:49.300] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 643  [23:42:49.316] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 28 structureChanged: false structureIsReused:: Completely Elapsed: 15.520335999317467ms
Info 644  [23:42:49.316] Different program with same set of files
Info 645  [23:42:49.692] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 646  [23:42:49.707] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 29 structureChanged: false structureIsReused:: Completely Elapsed: 14.675468999892473ms
Info 647  [23:42:49.707] Different program with same set of files
Info 648  [23:42:50.703] Format host information updated
Info 649  [23:44:08.012] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 650  [23:44:08.023] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 30 structureChanged: false structureIsReused:: Completely Elapsed: 10.852098000235856ms
Info 651  [23:44:08.023] Different program with same set of files
Info 652  [23:44:09.364] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 653  [23:44:09.376] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 12.04682799987495ms
Info 654  [23:44:09.376] Different program with same set of files
Info 655  [23:44:10.109] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 656  [23:44:10.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 25.363230999559164ms
Info 657  [23:44:10.135] Different program with same set of files
Info 658  [23:44:12.370] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 659  [23:44:12.384] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 13.850449000485241ms
Info 660  [23:44:12.384] Different program with same set of files
Info 661  [23:44:12.932] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 662  [23:44:12.943] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 11.071632999926805ms
Info 663  [23:44:12.943] Different program with same set of files
Info 664  [23:44:13.411] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 665  [23:44:13.428] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 17.099361000582576ms
Info 666  [23:44:13.428] Different program with same set of files
Info 667  [23:44:13.434] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 668  [23:44:13.444] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 10.456360999494791ms
Info 669  [23:44:13.444] Different program with same set of files
Info 670  [23:44:13.711] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 671  [23:44:13.718] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 7.070661999285221ms
Info 672  [23:44:13.718] Different program with same set of files
Info 673  [23:44:14.415] Format host information updated
Info 674  [23:44:14.627] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 675  [23:44:14.637] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 9.724972000345588ms
Info 676  [23:44:14.637] Different program with same set of files
Info 677  [23:44:19.727] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 678  [23:44:19.737] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 10.655437000095844ms
Info 679  [23:44:19.737] Different program with same set of files
Info 680  [23:44:20.640] Format host information updated
Info 681  [23:44:20.848] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 682  [23:44:20.857] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 9.38614400010556ms
Info 683  [23:44:20.857] Different program with same set of files
Info 684  [23:45:03.301] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 685  [23:45:03.455] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 18.830730999819934ms
Info 686  [23:45:03.455] Different program with same set of files
Info 687  [23:45:04.421] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 688  [23:45:04.433] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 11.91860399954021ms
Info 689  [23:45:04.433] Different program with same set of files
Info 690  [23:45:04.901] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 691  [23:45:04.911] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 9.729755000211298ms
Info 692  [23:45:04.911] Different program with same set of files
Info 693  [23:45:05.662] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 694  [23:45:05.676] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 14.70826099999249ms
Info 695  [23:45:05.677] Different program with same set of files
Info 696  [23:45:05.677] getCompletionData: Get current token: 0.017098999582231045
Info 697  [23:45:05.677] getCompletionData: Is inside comment: 0.060074999928474426
Info 698  [23:45:05.678] getCompletionData: Get previous token: 0.10262800008058548
Info 699  [23:45:05.680] getCompletionsAtPosition: isCompletionListBlocker: 0.14030600059777498
Info 700  [23:45:05.682] getCompletionData: Semantic work: 1.489784000441432
Info 701  [23:45:05.683] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.7438279995694757
Info 702  [23:45:06.292] getCompletionData: Get current token: 0.01638100016862154
Info 703  [23:45:06.292] getCompletionData: Is inside comment: 0.044463000260293484
Info 704  [23:45:06.292] getCompletionData: Get previous token: 0.06874000001698732
Info 705  [23:45:06.292] getCompletionsAtPosition: isCompletionListBlocker: 0.013295999728143215
Info 706  [23:45:06.293] getCompletionData: Semantic work: 0.4269669996574521
Info 707  [23:45:06.293] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5517389997839928
Info 708  [23:45:06.294] getCompletionData: Get current token: 0.014239000156521797
Info 709  [23:45:06.294] getCompletionData: Is inside comment: 0.040957000106573105
Info 710  [23:45:06.294] getCompletionData: Get previous token: 0.06598000042140484
Info 711  [23:45:06.295] getCompletionsAtPosition: isCompletionListBlocker: 0.014732000418007374
Info 712  [23:45:06.295] getCompletionData: Semantic work: 0.2350660003721714
Info 713  [23:45:06.295] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.4882919993251562
Info 714  [23:45:06.296] getCompletionData: Get current token: 0.015482000075280666
Info 715  [23:45:06.296] getCompletionData: Is inside comment: 0.06867699977010489
Info 716  [23:45:06.297] getCompletionData: Get previous token: 0.0940350005403161
Info 717  [23:45:06.297] getCompletionsAtPosition: isCompletionListBlocker: 0.02795600052922964
Info 718  [23:45:06.297] getCompletionData: Semantic work: 0.43556199967861176
Info 719  [23:45:06.298] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.7276769997552037
Info 720  [23:45:06.638] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 721  [23:45:06.653] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 14.780048000626266ms
Info 722  [23:45:06.653] Different program with same set of files
Info 723  [23:45:06.998] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 724  [23:45:07.009] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 11.4714820003137ms
Info 725  [23:45:07.009] Different program with same set of files
Info 726  [23:45:07.270] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 727  [23:45:07.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 8.209098999388516ms
Info 728  [23:45:07.279] Different program with same set of files
Info 729  [23:45:08.491] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 730  [23:45:08.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 7.26713200006634ms
Info 731  [23:45:08.498] Different program with same set of files
Info 732  [23:45:08.510] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 733  [23:45:08.528] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 16.998478999361396ms
Info 734  [23:45:08.528] Different program with same set of files
Info 735  [23:45:08.704] getCompletionData: Get current token: 0.03498599957674742
Info 736  [23:45:08.704] getCompletionData: Is inside comment: 0.06401700060814619
Info 737  [23:45:08.704] getCompletionData: Get previous token: 0.10448300000280142
Info 738  [23:45:08.704] getCompletionsAtPosition: isCompletionListBlocker: 0.005894999951124191
Info 739  [23:45:08.704] getCompletionData: Semantic work: 0.2778049996122718
Info 740  [23:45:08.705] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.3859569998458028
Info 741  [23:45:08.993] getCompletionData: Get current token: 0.03909200057387352
Info 742  [23:45:08.994] getCompletionData: Is inside comment: 0.07108400017023087
Info 743  [23:45:08.994] getCompletionData: Get previous token: 0.11508600041270256
Info 744  [23:45:08.994] getCompletionsAtPosition: isCompletionListBlocker: 0.006331000477075577
Info 745  [23:45:08.994] getCompletionData: Semantic work: 0.1917359996587038
Info 746  [23:45:08.994] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.23310399986803532
Info 747  [23:45:08.995] getCompletionData: Get current token: 0.0368879996240139
Info 748  [23:45:08.995] getCompletionData: Is inside comment: 0.06893500033766031
Info 749  [23:45:08.995] getCompletionData: Get previous token: 0.11616900004446507
Info 750  [23:45:08.996] getCompletionsAtPosition: isCompletionListBlocker: 0.0045900000259280205
Info 751  [23:45:08.996] getCompletionData: Semantic work: 0.13768799975514412
Info 752  [23:45:08.996] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.20444400049746037
Info 753  [23:45:08.997] getCompletionData: Get current token: 0.036605000495910645
Info 754  [23:45:08.997] getCompletionData: Is inside comment: 0.06929999962449074
Info 755  [23:45:08.997] getCompletionData: Get previous token: 0.11621699947863817
Info 756  [23:45:08.997] getCompletionsAtPosition: isCompletionListBlocker: 0.007067999802529812
Info 757  [23:45:08.997] getCompletionData: Semantic work: 0.1930189998820424
Info 758  [23:45:08.998] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.2445800006389618
Info 759  [23:45:09.197] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 760  [23:45:09.206] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 8.535466999746859ms
Info 761  [23:45:09.206] Different program with same set of files
Info 762  [23:45:09.207] getCompletionData: Get current token: 0.04153400007635355
Info 763  [23:45:09.207] getCompletionData: Is inside comment: 0.07301900070160627
Info 764  [23:45:09.207] getCompletionData: Get previous token: 0.11740599945187569
Info 765  [23:45:09.208] getCompletionsAtPosition: isCompletionListBlocker: 0.006409000605344772
Info 766  [23:45:09.209] getCompletionData: Semantic work: 1.8444579998031259
Info 767  [23:45:09.210] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.27654699981212616
Info 768  [23:45:09.217] getCompletionData: Get current token: 0.0396119998767972
Info 769  [23:45:09.217] getCompletionData: Is inside comment: 0.07202399987727404
Info 770  [23:45:09.218] getCompletionData: Get previous token: 0.11955100018531084
Info 771  [23:45:09.218] getCompletionsAtPosition: isCompletionListBlocker: 0.005495000630617142
Info 772  [23:45:09.218] getCompletionData: Semantic work: 0.19956500083208084
Info 773  [23:45:09.218] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.24107500072568655
Info 774  [23:45:09.219] getCompletionData: Get current token: 0.03764599934220314
Info 775  [23:45:09.219] getCompletionData: Is inside comment: 0.07008499931544065
Info 776  [23:45:09.219] getCompletionData: Get previous token: 0.11761400010436773
Info 777  [23:45:09.219] getCompletionsAtPosition: isCompletionListBlocker: 0.004125999286770821
Info 778  [23:45:09.220] getCompletionData: Semantic work: 0.13539199996739626
Info 779  [23:45:09.220] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.23244199994951487
Info 780  [23:45:09.221] getCompletionData: Get current token: 0.03768499940633774
Info 781  [23:45:09.221] getCompletionData: Is inside comment: 0.06961399968713522
Info 782  [23:45:09.221] getCompletionData: Get previous token: 0.1174729997292161
Info 783  [23:45:09.221] getCompletionsAtPosition: isCompletionListBlocker: 0.003910999745130539
Info 784  [23:45:09.221] getCompletionData: Semantic work: 0.13370100036263466
Info 785  [23:45:09.221] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.201643000356853
Info 786  [23:45:10.622] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 787  [23:45:10.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 7.734761999920011ms
Info 788  [23:45:10.630] Different program with same set of files
Info 789  [23:45:11.168] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 790  [23:45:11.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 8.105832000263035ms
Info 791  [23:45:11.177] Different program with same set of files
Info 792  [23:45:11.177] getCompletionData: Get current token: 0.029002000577747822
Info 793  [23:45:11.177] getCompletionData: Is inside comment: 0.0443919999524951
Info 794  [23:45:11.177] getCompletionData: Get previous token: 0.07248300034552813
Info 795  [23:45:11.177] getCompletionsAtPosition: isCompletionListBlocker: 0.007477999664843082
Info 796  [23:45:11.183] getExportInfoMap: cache hit
Info 797  [23:45:11.186] collectAutoImports: resolved 0 module specifiers, plus 6 ambient and 0 from cache
Info 798  [23:45:11.186] collectAutoImports: response is complete
Info 799  [23:45:11.186] collectAutoImports: 2.7717080004513264
Info 800  [23:45:11.186] getCompletionData: Semantic work: 8.90552799962461
Info 801  [23:45:11.206] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.89874199964106
Info 802  [23:45:11.211] getCompletionData: Get current token: 0.045522999949753284
Info 803  [23:45:11.211] getCompletionData: Is inside comment: 0.06884799990803003
Info 804  [23:45:11.211] getCompletionData: Get previous token: 0.1185660008341074
Info 805  [23:45:11.211] getCompletionsAtPosition: isCompletionListBlocker: 0.00788199994713068
Info 806  [23:45:11.219] getExportInfoMap: cache hit
Info 807  [23:45:11.222] collectAutoImports: resolved 0 module specifiers, plus 6 ambient and 0 from cache
Info 808  [23:45:11.222] collectAutoImports: response is complete
Info 809  [23:45:11.222] collectAutoImports: 2.9028559997677803
Info 810  [23:45:11.222] getCompletionData: Semantic work: 10.436575000174344
Info 811  [23:45:11.237] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.361073999665678
Info 812  [23:45:11.241] getCompletionData: Get current token: 0.0360900005325675
Info 813  [23:45:11.241] getCompletionData: Is inside comment: 0.062391999177634716
Info 814  [23:45:11.241] getCompletionData: Get previous token: 0.1062430003657937
Info 815  [23:45:11.241] getCompletionsAtPosition: isCompletionListBlocker: 0.007847999222576618
Info 816  [23:45:11.247] getExportInfoMap: cache hit
Info 817  [23:45:11.250] collectAutoImports: resolved 0 module specifiers, plus 6 ambient and 0 from cache
Info 818  [23:45:11.250] collectAutoImports: response is complete
Info 819  [23:45:11.250] collectAutoImports: 2.998871000483632
Info 820  [23:45:11.250] getCompletionData: Semantic work: 8.717423999682069
Info 821  [23:45:11.270] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.152094000019133
Info 822  [23:45:11.275] getCompletionData: Get current token: 0.041543999686837196
Info 823  [23:45:11.275] getCompletionData: Is inside comment: 0.061816999688744545
Info 824  [23:45:11.276] getCompletionData: Get previous token: 0.13411800004541874
Info 825  [23:45:11.276] getCompletionsAtPosition: isCompletionListBlocker: 0.009026999585330486
Info 826  [23:45:11.281] getExportInfoMap: cache hit
Info 827  [23:45:11.287] collectAutoImports: resolved 0 module specifiers, plus 6 ambient and 0 from cache
Info 828  [23:45:11.287] collectAutoImports: response is complete
Info 829  [23:45:11.287] collectAutoImports: 4.9459700006991625
Info 830  [23:45:11.287] getCompletionData: Semantic work: 10.866101000458002
Info 831  [23:45:11.311] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 24.322906999848783
Info 832  [23:45:11.315] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 833  [23:45:11.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 53 structureChanged: false structureIsReused:: Completely Elapsed: 11.654641999863088ms
Info 834  [23:45:11.327] Different program with same set of files
Info 835  [23:45:11.409] getCompletionData: Get current token: 0.0260390006005764
Info 836  [23:45:11.409] getCompletionData: Is inside comment: 0.042585999704897404
Info 837  [23:45:11.409] getCompletionData: Get previous token: 0.06616799999028444
Info 838  [23:45:11.410] getCompletionsAtPosition: isCompletionListBlocker: 0.007226000539958477
Info 839  [23:45:11.415] getExportInfoMap: cache hit
Info 840  [23:45:11.489] collectAutoImports: resolved 76 module specifiers, plus 910 ambient and 195 from cache
Info 841  [23:45:11.489] collectAutoImports: response is complete
Info 842  [23:45:11.489] collectAutoImports: 73.69250600039959
Info 843  [23:45:11.489] getCompletionData: Semantic work: 79.77225800044835
Info 844  [23:45:11.545] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 55.02198200020939
Info 845  [23:45:11.810] getCompletionData: Get current token: 0.02575999964028597
Info 846  [23:45:11.810] getCompletionData: Is inside comment: 0.04418499954044819
Info 847  [23:45:11.811] getCompletionData: Get previous token: 0.06432699970901012
